eid	pid	name	entity	artist_name	artist_genre	artist_birth_date	artist_birth_place
10192	453075	The Cool	m.01drvky	Lupe Fiasco	Male	1982-02-16	Chicago
10193	453203	Time Xone	m.0fvgt99	These New Puritans			
10194	453245	The Right Type	m.0nl63sr	Chromeo			
10195	453293	Denial Style	m.0nl7s1h	Architecture in Helsinki			
10196	453357	Drugs in My Body	m.0dmb1yk	Thieves Like Us			
10197	453376	Love, What You Doing?	m.0fqgzxz	We Have Band			
10198	453637	Everybody Loves Me	m.0fy6syb	OneRepublic			
10199	453688	Love Like That	m.0f7tmz6	The Heavy			
10200	453780	Thin Line	m.0n9_k8	Jurassic 5			
10201	453795	The Escape	m.0dvjyq5	Radio Moscow			
10202	453796	Broke Down	m.0dvjyqb	Radio Moscow			
10204	454004	My Valentine	m.0nns45m	Paul McCartney	Male	1942-06-18	Walton Hospital
10205	454302	In the Hospital	m.0dvzb2x	Friendly Fires			
10206	454394	Depends	m.0m241m	blink-182			
10207	454737	Witchfinder General	m.0_srwl	Witchfinder General			
10208	454920	Lay Down, Stay Down	m.0mf1w9	Deep Purple			
10209	455156	To the Forest, Towards the Sea	m.0nlz8fy	Chelsea Wolfe	Female	1983-11-14	Roseville
10210	455158	Friedrichshain	m.0nm_vw_	Chelsea Wolfe	Female	1983-11-14	Roseville
10211	455160	The Wasteland	m.0nlgg6b	Chelsea Wolfe	Female	1983-11-14	Roseville
10212	455178	Stones From the Sky	m.0lz26h	Neurosis			
10213	455179	Resound	m.0lz268	Neurosis			
10214	455181	From Where Its Roots Run	m.0lz25m	Neurosis			
10215	455183	The Tide	m.0lz24r	Neurosis			
10216	455275	Dear Friends	m.0gdtpw1	Elbow			
10217	455405	Ghetto Defendant	m.0r34qh	The Clash			
10218	455409	Car Jamming	m.0lhw1p	The Clash			
10219	455646	Instrumental	m.0msyvy	Katatonia			
10220	455647	Nerve	m.0msyvh	Katatonia			
10222	455674	Ammonia	m.0frfc8w	Ufomammut			
10223	455969	Distill (Watching the Swarm)	m.0dzw5vz	Neurosis			
10224	455988	Black Sheep Of The Family	m.0mdbrq	Rainbow			
10225	456091	20 Buck Spin	m.0nrxz5	Pentagram			
10226	456261	Teese	m.0zsc89b	Warpaint			
10227	456311	Richard Hung Himself	m.0mw8zs	Slayer			
10228	456313	Spiritual Law	m.0mfplv	Slayer			
10229	456328	Can't Stand You	m.0mw8xt	Slayer			
10230	456333	Criminally Insane (Remix)	m.0lmzv3	Slayer			
10231	456364	Soul Sacrifice	m.0lcn2l	Cathedral			
10232	456384	Pull My Strings	m.018dnvf	Dead Kennedys			
10233	456385	Saturday Night Holocaust	m.018dnv6	Dead Kennedys			
10234	456392	To Ohio	m.0d_s5cf	The Low Anthem			
10235	456493	The Ghoul	m.0nrxyj	Pentagram			
10236	456574	Night City	m.0frsvm7	The Sword			
10237	456612	The War Starter	m.0v81g8	Saint Vitus			
10238	456614	H.A.A.G.	m.0wnrc_	Saint Vitus			
10239	456615	Dying Inside	m.0v81fm	Saint Vitus			
10240	456632	The Eyes	m.015w5ff	Dio	Male	1988-05-31	Amsterdam
10241	456727	Winds Of Change	m.0gf3n8c	Fitz and the Tantrums			
10242	456737	Bury Me in Smoke	m.0mg2l0	Down			
10243	456774	I Don't Believe A Word	m.0n80rd	Motörhead			
10244	457059	Mass Murder Machine	m.0ml3kf	Black Label Society			
10245	457084	Old Black	m.0g8xhgt	Earth			
10246	457301	Turn It Out	m.0yvlx5	Death From Above 1979			
10247	457326	I'll Reach You	m.0nnm1k9	Delain			
10248	457362	Muezli	m.0fv653c	Slo Burn			
10249	457363	The Prizefighter	m.0fqvh53	Slo Burn			
10251	457390	Cockroach en Fleur	m.0dtggds	Baroness			
10252	457391	Wailing Wintry Wind	m.0dtggdf	Baroness			
10253	457563	Don't Look Too Far	m.0pm1zw	Anathema			
10254	457704	Four Strong Winds	m.01c9b6p	Johnny Cash	Male	1932-02-26	Kingsland
10255	457776	Mourning the Death of Aase	m.0m1y79	In The Woods...			
10256	457789	Eppur Si Muove	m.0wll_v	Haggard			
10258	457932	Snippet	m.0trp2m9	Nils Frahm	Male	1982-09-20	Hamburg
10259	457969	Of Nails and Sinners	m.0m0zqc	Arcturus			
10260	457975	For to End Yet Again	m.0mz6m1	Arcturus			
10261	458007	Land of Pleasant Living	m.012s2m6	Clutch			
10262	458009	Tripping the Alarm	m.012s2ls	Clutch			
10263	458014	Mice and Gods	m.013sst_	Clutch			
10264	458118	Kapila's Theme	m.0_y6zp	Om			
10266	458298	Cerulean Twilight	m.0rtrgn	Anathema			
10267	458312	Perséphone (Coré)	m.0g1s1mx	Year of No Light			
10268	458417	O Father Sea	m.0dyqgyb	Ahab			
10269	458418	Yet Another Raft of the Medusa (Pollard's Weakness)	m.0f95wt3	Ahab			
10270	458606	Day Nineteen: Disclosure	m.0x3h_z	Ayreon			
10271	458607	Day Eighteen: Realization	m.0x3h_r	Ayreon			
10272	458615	Day Three: Pain	m.0w3ygk	Ayreon			
10273	458616	Day Two: Isolation	m.0w3ygb	Ayreon			
10274	458617	Day One: Vigil	m.0w3yg3	Ayreon			
10275	458665	The Mystic Prophecy of the Demonknight	m.0dvf4c3	Rhapsody of Fire			
10276	458668	Old Age of Wonders	m.01dw40l	Rhapsody of Fire			
10277	458669	Heart of the Darklands	m.01dw40c	Rhapsody of Fire			
10278	458813	The Falling Stone	m.0dpbpmn	Therion			
10279	458889	Lonewolves	m.01d3gjz	Converge			
10280	458959	Deus Misereatur	m.0ynjzx	Paradise Lost			
10281	458964	Colossal Rains	m.0ynjyl	Paradise Lost			
10282	458966	Dying Freedom	m.0ynjy4	Paradise Lost			
10283	459031	Arrows in the Dark	m.0frsvlc	The Sword			
10284	459062	Dead Emotion	m.012bw4j	Paradise Lost			
10285	459083	Don't Cha Wanna Ride	m.0zj391	Joss Stone	Female	1987-04-11	Dover
10286	459093	6:00	m.0mx7d6	Dream Theater			
10287	459114	Mancoon	m.0nnxz29	Weedeater			
10288	459203	Suga Mama	m.01dq2ct	Beyoncé	Female	1981-09-04	Houston
10289	459214	Deja Vu	m.01d7kmx	Beyoncé	Female	1981-09-04	Houston
10291	459218	Visionaire	m.0rh4gs	Tiamat			
10292	459265	WYSIWYG	m.0v11m2	Clutch			
10293	459367	Winning A War	m.0164dsf	Pain of Salvation			
10294	459368	Welcome To Entropia	m.0164ds6	Pain of Salvation			
10295	459550	A Caress Of Stars	m.0y4j6h	Tiamat			
10296	459577	Night Work	m.0g2ngfm	Scissor Sisters			
10297	459672	Nightmares by the Sea	m.0nyk53	Katatonia			
10298	459674	Strained	m.0nyk4p	Katatonia			
10299	459748	Det Iskalla Trollblodet	m.0v93qn	Finntroll			
10300	459782	Sex and Violence	m.0fv05q3	Scissor Sisters			
10301	459799	Night Life	m.0fqq2y9	Scissor Sisters			
10302	459970	Fluorescent	m.0d_8gwc	Gwen Stefani	Female	1969-10-03	Fullerton
10303	459981	In Silence Enshrined	m.0mww_3	Katatonia			
10305	460577	All I Ever Wanted	m.0dnb_5h	Kelly Clarkson	Female	1982-04-24	Fort Worth
10306	460881	Hammer Without a Master	m.0lnw9b	Broadcast			
10307	460893	Wind It Up	m.0d_6d75	Gwen Stefani	Female	1969-10-03	Fullerton
10308	461006	Nothin' Else	m.014h8ms	Justin Timberlake	Male	1981-01-31	Memphis
10309	461105	Why Wait	m.0fqsdf_	Shakira	Female	1977-02-02	Barranquilla
10310	461542	Men in This Town	m.0fqsdg9	Shakira	Female	1977-02-02	Barranquilla
10311	461777	Whyyawannabringmedown	m.0dnb_7l	Kelly Clarkson	Female	1982-04-24	Fort Worth
10312	461939	Disappearing Boy	m.010scjk	Green Day			
10313	462128	Hate (I Really Don't Like You)	m.01dkvlx	Plain White T's			
10314	462141	Fleur Blanche	m.0dyk0lx	Orsten			
10316	462161	Don't Let Me Down	m.0d_2f32	Dana Fuchs	Female	1976-01-10	New Jersey
10317	462341	Take It Or Leave It	m.0vnqfz	Jet			
10318	462414	You Found Me	m.01260yz	Kelly Clarkson	Female	1982-04-24	Fort Worth
10319	462479	Nostress	m.017tpnj	happysad			
10320	462504	Lubię mówić z tobą	m.0qskl5	Akurat			
10321	462744	Jet Son	m.0wzzns	Blockhead	Male	1900-01-01	Manhattan
10322	462763	A Silhouette of Doom	m.0ww5z4	Ennio Morricone	Male	1928-11-10	Rome
10323	462764	Showtime	m.01bn0_z	Nelly Furtado	Female	1978-12-02	Victoria
10324	463260	Light On	m.0f02_ww	David Cook	Male	1982-12-20	Houston
10325	463374	Ajrisz	m.0qvh3t	T.Love			
10326	463386	Wódka	m.011tmgj	Kult			
10327	463926	Smoke Ring for My Halo	m.0gd9hh6	Kurt Vile	Male	1980-01-03	Lansdowne
10328	464077	Lullaby	m.0ft9z9k	OneRepublic			
10329	464082	Made for You	m.0ft9zb1	OneRepublic			
10330	464085	Won't Stop	m.0dsv8t1	OneRepublic			
10331	464230	When You're in Prison	m.011kpmp	The Offspring			
10332	464391	Casualty of Love	m.0nmd1_j	Jessie J	Female	1988-03-27	Chadwell Heath
10333	464482	Autobiografia	m.014w_yr	Perfect	Male	1980-03-26	Bamboo, Jamaica
10334	464606	Deprave to Redeem	m.0xnvqqw	Hour of Penance			
10335	464770	The Jury	m.0lffb3	Morphine			
10336	464771	I Had My Chance	m.0py268	Morphine			
10337	464773	Honey White	m.0z4xn4	Morphine			
10338	465011	Revocate The Agitator	m.0lv7sn	Deicide			
10339	465029	NieRaj	m.0fg5x3n	Hunter			
10340	465035	Adversary of Bigotry	m.0fxplc8	Hour of Penance			
10341	465036	Incestuous Dynasty of Worms	m.0fvqxg0	Hour of Penance			
10342	465056	Jerk-Off (live)	m.0l1wf4	Tool			
10343	465057	Cold and Ugly (live)	m.0l1lc5	Tool			
10344	465148	Sweet Lady	m.011h5hh	Queen			
10345	465439	We're From America	m.0dzjvnn	Marilyn Manson	Male	1969-01-05	Canton
10346	465444	Arma-Goddamn-Motherfuckin-Geddon	m.0dqtcrs	Marilyn Manson	Male	1969-01-05	Canton
10348	465512	Sands of Time	m.0dqg1fb	Judas Priest			
10349	465581	Elevator Hopper	m.0xtz8p	Kid Koala	Male	1974-12-05	Vancouver
10350	465606	Laukr	m.0dnrscd	Wardruna			
10351	465661	Eres	m.0s6p0k	Café Tacvba			
10352	465798	Contribution	m.0160lyw	Jurassic 5			
10353	465799	Jurass Finish First	m.0160lyn	Jurassic 5			
10354	465999	Fatal Error	m.01053c2	Apocalyptica			
10355	466130	Soulless	m.0ywrtw	Grave			
10356	466237	Atlantique Nord	m.0f0hb7f	Yann Tiersen	Male	1970-06-23	Brest
10357	466250	Happy Man	m.0dqmhvr	Seasick Steve	Male	1951-01-01	Oakland
10358	466531	She Was Asking For It	m.0l5dyr	Cannibal Corpse			
10359	466625	Under Dreamskies	m.0wkbyj	Empyrium			
10360	466685	An Experiment In Homicide	m.0l5dzd	Cannibal Corpse			
10361	466695	Dancing mountains	m.0dsn37s	M83			
10362	466770	Accept The Pain	m.017wfn9	Paradise Lost			
10363	466773	Forever After	m.011nrvg	Paradise Lost			
10364	466894	Conceived Into Enslavement	m.0dmh6vf	Dying Fetus			
10365	467181	It Will Come	m.0w2535	My Dying Bride			
10366	467182	All Swept Away	m.018scry	My Dying Bride			
10367	467357	I Wanna Be Your Lover	m.0lhsw0	Prince	Male	1958-06-07	Minneapolis
10368	467527	Believe The Lie	m.0ngmjb	Deicide			
10369	468069	Anesthesia	m.0qsvj9	Type O Negative			
10370	468070	Angry Inch	m.0qsvj2	Type O Negative			
10371	468211	Pity The Sadness	m.011_v3f	Paradise Lost			
10372	468275	Ever Falling	m.0dxbz2w	Amon Tobin	Male	1972-02-07	Rio de Janeiro
10373	468325	Goodbye Cruel World	m.012x70k	Anathema			
10374	468327	The Isis Script	m.0m2s6q	My Dying Bride			
10375	468328	Black Heart Romance	m.0m4zf0	My Dying Bride			
10376	468423	Hopeless Insurrection	m.0dmh6v5	Dying Fetus			
10377	468424	Shepherd's Commandment	m.0dmh6v0	Dying Fetus			
10378	468436	Universal Dream	m.0f2fc6x	Paradise Lost			
10379	468462	The Forever People	m.013pzrb	My Dying Bride			
10381	468739	Seraphim	m.0qh5pgc	Simian Mobile Disco			
10382	468924	Unfurl	m.0f2hv95	Katatonia			
10383	469038	The Raven and the Rose	m.0m4zdl	My Dying Bride			
10384	469284	Back From Space	m.0nd5h2	Amon Tobin	Male	1972-02-07	Rio de Janeiro
10385	469329	Truth Be Told	m.0xl0tj				
10386	469452	Torn From the Womb	m.0153y97	Autopsy			
10387	469490	Tabarly	m.0dssdb8	Yann Tiersen	Male	1970-06-23	Brest
10388	469712	Radio Fireworks (Surkin 909 Edit)	m.0rk7t8k	Surkin			
10389	469953	Skylines and Turnstiles	m.0mz5x9	My Chemical Romance			
10390	469985	Metalizer	m.013byxf	Sabaton			
10391	470089	Burn Your Crosses	m.013byxn	Sabaton			
10392	470107	Via Dolorosa	m.0dpvg1s	Tiamat			
10393	470109	Raining Dead Angels	m.0f1f459	Tiamat			
10394	470110	Katarraktis Apo Aima	m.0f1f3zb	Tiamat			
10395	470430	Make You Mine	m.0fsgkth	Breakbot	Male	1981-10-05	Corbeil-Essonnes
10397	470957	The Cult Of Venus Aversa	m.0frg4jq	Cradle of Filth			
10398	471329	Precious Jerusalem	m.0mbtm9	Blind Guardian			
10399	471389	Coward	m.0pdc2_	Swans			
10400	471431	Careless Whisper	m.016h_cf	Wham!			
10401	471619	Seawinds	m.016841r	Therion			
10402	471635	Masters Of Legalized Confusion	m.0qcn0k	Eyehategod			
10403	471817	Relax	m.0f8vxv0	Calvin Harris	Male	1984-01-17	Dumfries
10404	471845	Diary of Demonic Dreams	m.0f3wrth	Eternal Tears of Sorrow			
10405	472115	Dogs Holy Life	m.0qcn0b	Eyehategod			
10406	472334	Autumnsong	m.0dy414h	Manic Street Preachers			
10408	472713	Never Again	m.014h8p2	Justin Timberlake	Male	1981-01-31	Memphis
10409	472729	Power Player	m.0f984fs	Clutch			
10410	472736	Ship Of Gold	m.0m32t9	Clutch			
10411	472737	The Elephant Riders	m.0m32t2	Clutch			
10412	472746	Texan Book of the Dead	m.0mqtl8	Clutch			
10413	472878	Let It Die	m.0134v0b	Feist	Female	1976-02-13	Amherst
10414	473207	Miracle Of Love	m.0pdmb4	Eurythmics			
10415	473323	Ain't No Mountain High Enough	m.01db4m5	Marvin Gaye	Male	1939-04-02	Washington, D.C.
10417	473515	Bravado	m.0lmh2w	Rush	Male	1988-09-29	Tala
10418	473604	The Shed (Subtle)	m.0v3nfg	Rainbow			
10419	473887	Sookie Sookie	m.0pk4sm	Steppenwolf			
10420	474078	Humans Being	m.0rmm1n	Van Halen			
10421	474246	Family Snapshot	m.0lgfhl	Peter Gabriel	Male	1950-02-13	Chobham
10422	474567	It Came Upon a Midnight Clear	m.019kzhk	Frank Sinatra	Male	1915-12-12	Hoboken
10423	474972	Inner Meet Me	m.0m6_3r	The Beta Band			
10424	475080	Prime Mover	m.013_q21	Rush	Male	1988-09-29	Tala
10425	475081	Black Moon	m.017kqgc	Black Sabbath			
10426	476115	Making Memories	m.0mdckz	Rush	Male	1988-09-29	Tala
10427	476431	In Memory Capsule	m.0y9h5_p	Cut Copy			
10428	476433	(Into the Desert)	m.0y8rb7p	Cut Copy			
10429	476457	Drone	m.0fsksxl	Panda Bear			
10430	476490	Benfica	m.0nlwlrd	Panda Bear			
10431	476496	The Everthere	m.0141yhp	Elbow			
10432	476499	The Stops	m.0141ygt	Elbow			
10433	476548	I'm Cool (Interlude)	m.0pgf43	OutKast			
10434	476601	Angles	m.0fxv38b	Nicolas Jaar			
10435	476643	New Coke	m.0m4jkv	Deltron 3030			
10436	476754	Rollerdisco	m.0f2_zbc	Black Moth Super Rainbow			
10437	476756	They Live In the Meadow	m.0f6v4qk	Black Moth Super Rainbow			
10438	476759	Forever Heavy	m.0dn845h	Black Moth Super Rainbow			
10439	476760	Interlude 3	m.0q9g3cl	Alt-J			
10440	476772	Interlude 2	m.0rfl4qw	Alt-J			
10441	476835	Skeleton Tiger	m.0nm1zh3	Tame Impala			
10442	476836	I Don't Really Mind	m.0fs02hv	Tame Impala			
10443	476837	Ghost To Me	m.0nmnn12	Youth Lagoon	Male	1989-03-18	Boise
10444	477207	Comatose Luck	m.0n1mgw	Xploding Plastix			
10445	477208	Doubletalk Gets Through to You	m.0n1mgn	Xploding Plastix			
10446	477248	Soul Auctioneer	m.0pxddp	Death in Vegas			
10447	477293	Help, I'm A Rock	m.0f2hrwr	Frank Zappa	Male	1940-12-21	Baltimore
10448	477346	False Alarm	m.0125j3v	KT Tunstall	Female	1975-06-23	Edinburgh
10449	477347	Hanging on Too Long	m.0dzrbsm	Duffy	Female	1984-06-23	Bangor
10450	477434	I Hate Children	m.0wvcfd	Adolescents			
10451	477582	Kids of the Black Hole	m.0wvcgh	Adolescents			
10452	477668	Repeat Till Overload	m.0srv3w	Apparat	Male	1978-06-27	Quedlinburg
10453	477669	Schallstrom	m.0srv3n	Apparat	Male	1978-06-27	Quedlinburg
10454	477670	Steinholz	m.0srv2s	Apparat	Male	1978-06-27	Quedlinburg
10455	477672	Granular Bastard	m.0srv2b	Apparat	Male	1978-06-27	Quedlinburg
10456	478029	Too Fake	m.0dtb5cj	Hockey			
10458	478380	New Town Burnout	m.0lhfz4q	Animal Collective			
10459	478382	Wide Eyed	m.0lhfz4j	Animal Collective			
10460	478384	The Softest Voice	m.0vqf3w	Animal Collective			
10461	478521	Graze	m.0ft7n4x	Animal Collective			
10462	478556	Flesh Canoe	m.014hr0g	Animal Collective			
10463	478557	Did You See the Words	m.01847kj	Animal Collective			
10464	478743	June Bug	m.0m4lsy	Melvins			
10465	478747	Roadbull	m.010psw6	Melvins			
10466	478751	Skweetis	m.0m4lqz	Melvins			
10467	478871	Dead Man's Party	m.0l1h5_	Oingo Boingo			
10468	479360	We Dance Alone	m.01dswz2	Beck	Male	1970-07-08	Los Angeles
10469	479387	Peddlers Of Death	m.0qj9zr	Black Label Society			
10470	479398	Stars of Leo	m.0dxy_0g	M. Ward			
10471	479464	Here Today, Gone Tomorrow	m.0nzq1y	Gang Starr			
10472	479517	Empty Skies	m.0lxvdc	Kosheen			
10473	479580	Original Slave	m.0nmj_mb	The War on Drugs			
10474	479761	Rolling With Heat	m.0y23_w	The Roots			
10475	479853	Me and the Devil	m.0fths5b	Gil Scott-Heron			
10476	479986	True Shred Guitar	m.0nmw31r	Sleigh Bells			
10477	480111	Playground	m.0ds1zq1	Sia	Female	1975-12-18	Adelaide
10478	480183	Cerulean	m.0txlqs	Jon Hopkins	Male	1979-08-15	London
10479	480184	Inner Peace	m.0txlqk	Jon Hopkins	Male	1979-08-15	London
10480	480288	Strangers Are Strange	m.0sj5pzz	Unknown Mortal Orchestra			
10481	480404	23 Lies	m.0pj0sk	Death in Vegas			
10482	480547	Don't See Us	m.0nd3rz	The Roots			
10483	481090	The Last Lost Continent	m.0f68llc	La Dispute			
10484	481115	I Don't Wanna Go There	m.0dp1j0m	Dinosaur Jr.			
10485	481124	Broken Records	m.0ft4257	Touché Amoré			
10487	481373	Why I'm So Unhappy	m.0rsc41	Dntel	Male	1900-01-01	Santa Barbara
10488	481399	Sharks in Your Mouth	m.01cnt1v	I Killed the Prom Queen			
10489	481411	Mirrorage	m.0ftv47r	Glasser	Female	1983-01-01	Boston
10490	481742	Preparedness	m.0dn9zx7	The Bird and the Bee			
10491	482199	People Like Frank	m.0ytgcd	Amon Tobin	Male	1972-02-07	Rio de Janeiro
10492	482242	Suspended by the Throat	m.0170p7v	Job for a Cowboy			
10493	482381	Miles to Go Before Sleep	m.01010qz	Hammock			
10494	482409	Prayers	m.0fb98st	In This Moment			
10495	482474	Memories of a Glass Sanctuary	m.0dsgr83	All Shall Perish			
10496	482814	I Am Hollywood	m.0_hwvm	He Is Legend			
10497	482854	Sundriped	m.0f_cntl	Com Truise	Male	1900-01-01	Madison County
10498	483292	Peacock Skeleton With Crooked Feathers	m.018n1n_	The Blood Brothers			
10499	483517	Island of the Honest Man	m.013ycz5	Hot Hot Heat			
10501	483699	Ticklish	m.0n10g9	At the Drive-In			
10502	483752	Sacrifice Theory	m.0r1ptz	AFI			
10503	483782	Up the Cuts	m.0dvfr4w	Against Me!			
10505	483849	Something More Than Ink	m.01c_x_m	Have Heart			
10506	483865	Still Alive	m.0fsds1b	Mt Eden			
10507	483916	A Thin Line	m.0dp08_m	H2O			
10508	483974	Skips on The Record	m.0n10fw	At the Drive-In			
10509	484104	Thy Horror Cosmic	m.0sf9_1	The Black Dahlia Murder			
10510	484439	Laid To Rest	m.0wmsqp	All Shall Perish			
10511	484552	Songs for the Damned	m.0dsgr7k	All Shall Perish			
10512	484558	When Broken Is Easily Fixed	m.024r9fs	Silverstein			
10513	484664	The Unbreakable	m.01c_xzr	Have Heart			
10514	484792	The New Ministry	m.0dnsty6	Walls of Jericho			
10515	484865	Daddy's Falling Angel	m.0f45vf_	In This Moment			
10516	485068	Life Is Real (Song For Lennon)	m.0tc55d	Queen			
10517	485150	Angels of Debauchery	m.0f0mq3w	Winds of Plague			
10518	485158	Cut Off The Top	m.0dn8q8v	Beatsteaks			
10519	485566	Die Tonight	m.0s224z	Comeback Kid			
10520	486207	Slowdown	m.019_wlc	Ignite			
10521	486363	Sink, Florida, Sink	m.0s5n26	Against Me!			
10522	486557	Son's Gonna Rise	m.01619yz	Citizen Cope	Male	1968-05-20	Memphis
10524	487044	So Few Words	m.01dhw_c	Archive			
10526	488752	YMA	m.0mfhvn	Boozoo Bajou			
10527	489917	Doris Dub	m.0ljn9w	Tosca	Female	1967-08-29	Rome
10528	491287	Doom Sticks	m.0s5056	Ulver			
10529	491314	Cold Landscapes	m.0g67z0j	Drudkh			
10530	491536	December Elegy	m.0tzmwg	Tristania			
10531	492506	Havoc	m.0fzsscp	Borknagar			
10532	493116	Like a Lady	m.0rgs6k	The Sounds			
10533	493562	Fusion of Sense and Earth	m.019wym7	Enslaved			
10534	493643	Muinaiset	m.0g727w9	Moonsorrow			
10535	493674	Traveling Alone	m.0rgn85p	Woods of Ypres			
10536	493766	Heartflusters	m.0dzqzg5	Maybeshewill			
10537	494028	The Fluke	m.0n8w27	Devin Townsend	Male	1972-05-05	New Westminster
10538	494032	Earth Day	m.0168mr_	Devin Townsend	Male	1972-05-05	New Westminster
10539	494280	Lethean River	m.0rj88t	Tristania			
10540	494283	Beyond the Veil	m.0rj87y	Tristania			
10541	494312	Velvet Kevorkian	m.0m4lws	Strapping Young Lad			
10542	494397	The Sacrifice	m.0drt8fh	Symphony X			
10543	494404	Oculus Ex Inferni	m.0drt8f7	Symphony X			
10544	494778	Bounded By Allegiance	m.0_kr7p	Enslaved			
10545	495273	Kledt i nattens farger	m.0n811g	Ulver			
10546	495421	A Forest	m.0vkh2x	Carpathian Forest			
10547	495423	The Black Canvas	m.0n7sq4	Borknagar			
10548	495424	Pierced Genitalia	m.0vkh1t	Carpathian Forest			
10549	495580	Your Friends Are Gone	m.0dyxxy1	Circa Survive			
10550	495581	Carry Us Away	m.0dyxxx9	Circa Survive			
10551	495702	No Interruption	m.0qdj3v_	Hoodie Allen	Male	1988-08-19	Plainview
10552	495772	Torted	m.0nl24xq	Paul Kalkbrenner	Male	1977-06-11	Leipzig
10553	495798	Wooden Heart	m.0g7tkkp	Listener			
10554	495801	You Have Never Lived Because You Have Never Died	m.0g6qwlt	Listener			
10555	495940	Chartreuse	m.0vyyhz8	Capital Cities			
10556	495955	Madon Laulu	m.0qzqdf	Finntroll			
10557	496075	This Beard Is for Siobhan	m.0xp8f3q	Devendra Banhart	Male	1981-05-30	Houston
10558	496120	The Good Red Road	m.0yx_wr	Devendra Banhart	Male	1981-05-30	Houston
10559	496124	Horseheadedfleshwizard	m.0yx_vw	Devendra Banhart	Male	1981-05-30	Houston
10560	496128	My Ships	m.0yx_t_	Devendra Banhart	Male	1981-05-30	Houston
10561	496228	SHT MTN	m.0fqxs8p	Holy Fuck			
10562	496263	Rock Me	m.0n9pq6_	One Direction			
10563	496628	It Was Supposed to Be So Easy	m.0vwrdg	The Streets			
10564	496881	Deus Ex Machina	m.0np0hx8	If These Trees Could Talk			
10565	496925	I'll Kill Her	m.0dm8zjn	SoKo			
10566	497043	Ready For The Floor (Album Version)	m.0f07w8z	Hot Chip			
10567	497277	Glass of the Microscope	m.0krkk7r	Yeasayer			
10568	497551	When We Were Young	m.0f1d63k	Dolores O'Riordan			
10570	497719	Black Magic Woman/Gypsy Queen	m.0frc_t3	Santana			
10571	497771	Muy Tranquilo	m.0g62kkb	Gramatik	Male	1984-10-19	Portorož
10572	497812	Just Jammin'	m.0g7r8rj	Gramatik	Male	1984-10-19	Portorož
10573	497946	Hard Time Killing Floor Blues	m.0dwvv4x	Chris Thomas King	Male	1962-10-14	Baton Rouge
10574	498070	Wash The Day	m.01cjsm_	TV on the Radio			
10575	498254	I Love You More (Than You Like Me)	m.0nmlghx	The Streets			
10576	498530	Niggas Bleed	m.0mb_9n	The Notorious B.I.G.			
10577	498715	End Come Too Soon	m.0rh31rt	Wild Beasts			
10578	498790	Starchild	m.017p37_	Jamiroquai			
10580	499444	All for You, Sophia	m.0_8_mg	Franz Ferdinand			
10581	499454	Toy Box	m.0pldfl	Portishead			
10582	499457	Sour Sour Times	m.0pldcm	Portishead			
10583	499599	I Would Be Sad	m.0drfkrp	The Avett Brothers			
10584	499608	Ships w/ Sails	m.0nm4rv	The Doors			
10585	499978	Someday I Suppose	m.017hx52	The Mighty Mighty Bosstones			
10586	500313	Bonfire	m.0m3z5d	Lamb	Female	1989-07-06	Brunswick
10587	500660	Feeling Good	m.0nm605x	My Brightest Diamond			
10588	500661	We Were Sparkling	m.01cngch	My Brightest Diamond			
10589	500671	NYC - Gone, Gone	m.0dtx0by	Conor Oberst	Male	1980-02-15	Omaha
10590	500672	Eagle on a Pole	m.0dtx0b1	Conor Oberst	Male	1980-02-15	Omaha
10591	500676	Sausalito	m.0dtx0bd	Conor Oberst	Male	1980-02-15	Omaha
10592	500680	Dear God (Sincerely M.O.F.)	m.0fylb5q	Monsters of Folk			
10593	500741	Devil's Resting Place	m.0v55szn	Laura Marling	Female	1990-02-01	England
10594	500791	Iron Horse/Born to Lose	m.0vq6tr	Motörhead			
10595	501219	Don't Deconstruct	m.0ny5xd	Rilo Kiley			
10596	501227	Consumption	m.0lh9ll5	ZZ Top			
10597	501281	No Luck With Rabbits	m.0q0rnv	Porcupine Tree			
10598	501317	One Rainy Wish	m.0ycjcr	Jimi Hendrix	Male	1942-11-27	Seattle
10599	501437	Ex Lover	m.0rfq_52	Friendly Fires			
10600	501438	Strobe	m.0dt2gdq	Friendly Fires			
10601	501439	On Board	m.0fffd49	Friendly Fires			
10602	501641	The Sabbath Stones	m.0n34bv	Black Sabbath			
10603	501675	Persecution	m.0dmsqst	Judas Priest			
10604	501699	My Ideal	m.023pzs4	Chet Baker	Male	1929-12-23	Yale
10605	501801	Where I Like to Stand	m.0ds01bp	Vashti Bunyan	Female	1945-01-01	London
10606	502064	Asleep in the Back	m.0qc_mb	Elbow			
10607	502084	X You (Radio Edit)	m.0y98msf	Avicii	Male	1989-09-08	Stockholm
10608	502102	Don't Let Me Get Me	m.012fxs1	P!nk			
10609	502200	Bad Girl	m.0f8nf4p	Devendra Banhart	Male	1981-05-30	Houston
10610	502205	Souled Out!!!	m.0dtx0bl	Conor Oberst	Male	1980-02-15	Omaha
10611	502211	Crazy Love, Vol. II	m.0z1513	Paul Simon	Male	1941-10-13	Newark
10612	502342	I Found You	m.0z8729m	The Wanted			
10613	502382	Hands Reversed	m.0fv205p	Tokyo Police Club			
10614	502443	Female Of The Species	m.0y125q	Space			
