eid	name	entity	artist_name	artist_genre	artist_birth_date	artist_birth_place
14420	Strange Talk	 m.0h1chw7	EastColors			
14421	Michael Kiwanuka	 m.0gx0m40	WFUV			
14422	Matthew F. Jacobson	 m.03j3flk				
14423	Paul Worley	 m.01x1mjc				
14424	Dixie Chicks	 m.018ndc	Some Days You Gotta Dance			
14425	Spineshank	 m.05dfjr				
14426	Mike Sarkisyan	 m.01x2wgh				
14427	Tommy Decker	 m.01x2whh				
14429	Scott Solter	 m.02ryc2m				
14430	The Mountain Goats	 m.04jm_h	Liza Forever Minnelli			
14431	John Vanderslice	 m.03kfql	WFUV			
14432	Hole	 m.011z97	Dali Skies			
14433	Black Light Burns	 m.08tgy4				
14434	Blackbird Blackbird	 m.0fqcvg3	Hawaii Niva Remix			
14435	Kele Okereke	 m.04lq63				
14436	Flogging Molly	 m.02nbry	Drunken Lullabies			
14437	Maná	 m.057dj2	Miriam Maria			
14438	The Feelies	 m.01l8xj3	Slipping (Into Something)			
14439	Sean Booth	 m.01vrxq2				
14440	Rob Brown	 m.01vrxp7				
14441	Frankie Rose	 m.0gty5sb				
14442	Blue Sky Black Death	 m.0l01ty				
14443	The Vaccines	 m.0g54lp_	WFUV			
14444	Pennywise	 m.0d8lfd	Stand By Me			
14445	Nicholas Fournier	 m.012v54ng				
14446	Ricky Chao	 m.012f9dt8				
14447	Larry Klein	 m.02qtywd				
14448	Helik Hadar	 m.03f60mq				
14449	Madeleine Peyroux	 m.01p53j1	J'ai deux amours			
14450	Gesaffelstein	 m.0g61n_d	Hatred			
14451	SOHN	 m.0tsz3gm				
14452	Jaga Jazzist	 m.01mktqp	Animal Chin			
14453	Bryan Gallant	 m.0tymrqb				
14454	Scott Ternan	 m.01wm7gy				
14455	Behexen	 m.01qystj	Behexen			
14456	Kylie Minogue	 m.049qx	GET OUTTA MY WAY			
14457	Joanna Newsom	 m.03rkvb	Joanna Newsom	Female	1982-01-18	Grass Valley
14458	Adam Lambert	 m.07sbny7	Mad World			
14459	Pop Will Eat Itself	 m.03r_6p	Def Con One			
14460	Liam Howlett	 m.04g2r0				
14461	Otis Redding	 m.03j3ghh	I've Been Loving You Too Long			
14462	Jim Stewart	 m.02qhpbx				
14463	Don Dixon	 m.06hvb7				
14464	Mitch Easter	 m.05kw3l				
14465	Bikini Kill	 m.01dpkg	Carnival			
14466	Ahmir-Khalib Thompson	 m.01wzkd9				
14467	Brent Reynolds	 m.0nhxl1v				
14468	Faces	 m.01m76p9	Ashley Wallbridge  Andy Moor feat. Meighan Nealon			
14469	Rob Dougan	 m.02hxtj	Chateau			
14470	Nick DiDia	 m.03czccv				
14471	The Dickies	 m.01y4m6				
14472	Jim Gabour	 m.0dm38yn				
14473	Coil	 m.01t88p	Moov			
14474	Ollie Jacobs	 m.03f6_gd				
14475	The Stooges	 m.01ld0vl	Iggy Pop	Male	1947-04-21	Muskegon
14476	Erik Rutan	 m.070cmt				
14477	Shawn Ohtani	 m.03f6zgx				
14478	Daniel Dumile	 m.03q7y9				
14479	Bone Thugs-N-Harmony	 m.01mqpz	Bizzy Bone	Male	1976-09-12	Columbus
14480	Bruce Springsteen	 m.0gcs9	Candy's Room With Lyrics	Female	1908-01-01	Kimberley
14481	Spiritualized	 m.029x5y	Spiritual Healing Meditation			
14482	Vince Guaraldi Trio	 m.01j44x7	Since I Fell For You			
14483	Kevin Shields	 m.024vw9	Andreas Tilliander			
14484	Mark Pollock	 m.012tfppd				
14485	Joe Johnston	 m.03f2jch				
14486	Michael Jackson	 m.09889g	The Gregory Brothers			
14487	Gary Katz	 m.0cmpvv				
14488	Roger Nichols	 m.01x1kbp				
14489	You Love Her Coz She's Dead	 m.0dnd47l	You Love Her Coz She's Dead			
14490	Cold Cave	 m.07khvq3	DJ the S			
14491	Eddie Sancho	 m.01szlwk				
14492	Erasure	 m.015r6y	Ansur			
14493	Ty Segall Band	 m.0vc5r8h				
14494	edIT	 m.01w_779				
14496	CunninLynguists	 m.01pfcr4				
14497	Faun	 m.01qlt70	The Ossipov Russian Folk Orchestra			
14498	Slagsmålsklubben	 m.08rkl1	Fixa Halvljuset			
14499	Ash	 m.01c7bf	Prana			
14500	Eluveitie	 m.01rgdtv	Giamonios			
14501	D'espairsRay	 m.05g7xr	Squall			
14502	Michal Menert	 m.0nhyk0d	Emancipator	Male	1987-05-27	New York City
14503	Blaqstarr	 m.03f49s5	handstand			
14504	Arkona	 m.01qf1qs	Blizborz			
14505	Olof Mörck	 m.01wtkq_				
14506	Lamb	 m.04x5qz	Archive			
14507	Simon Changer	 m.03f5vt1				
14508	Dave Ogilvie	 m.04m7bm				
14509	The La's	 m.022cyn	There She Goes			
14510	Mark Wallis	 m.01ww_w5				
14511	Chris Holmes	 m.0nhx3p5				
14512	Mark Hoppus	 m.0191cq	when i was 17			
14513	+44	 m.09v9ksz	Nunca Duerma			
14514	James Ingram	 m.01jgkj2	I Don't Have The Heart			
14515	Travis Barker	 m.03xl77				
14516	Kansas	 m.0130_s	时尚女魔头			
14517	Neil Kernon	 m.01w7m7_				
14518	Parov Stelar	 m.01w9776	Homesick			
14519	Finntroll	 m.02gpxc	Slaget Vid Blodsalv			
14520	Oliver Kraus	 m.01vvqcq				
14521	Chris Braide	 m.01wgxk8				
14522	Chad Franscoviak	 m.02770k2				
14523	John Mayer	 m.01s21dg	Wildfire			
14524	Cryptopsy	 m.01sh5c				
14525	Tommy LiPuma	 m.09dpqy				
14526	Diana Krall	 m.026ps1	The Boy From Ipanema			
14527	Breaking Benjamin	 m.04xc0g	Crawl			
14528	The Album Leaf	 m.01vzdyx	The Album Leaf			
14529	Suicide Silence	 m.027csf7	Lifted			
14530	Klaxons	 m.01snrhw	EA Trax			
14531	The Dodos	 m.03w9sgv	Horny Hippies			
14533	Alexander Dietz	 m.0dmpd8v				
14534	Maik Weichert	 m.0f5tmqy				
14535	Rough Mullar	 m.01wrfpp				
14536	Ratatat	 m.03tw9k	Lex		1968-01-01	Vihti
14537	Nick Burton	 m.01wyt9g				
14538	Julee Cruise	 m.04g9ql	The Nightingale			
14539	Bruno Mars	 m.0bs1g5r	Granade			
14540	Andreya Triana	 m.0bwgdgl	Draw The Stars			
14541	Chairlift	 m.04lff__	Black Cab Sessions			
14542	Geto Boys	 m.016jxc	Démocrates D			
14543	John Bido	 m.0dms6nk				
14544	Eve 6	 m.018_2l	Here's To The Night			
14545	Tosca	 m.01ktc1s	Renata Tebaldi	Female	1922-02-01	Pesaro
14546	Young Magic	 m.0nhtmh0	Do & Dena Farrell	Female	1981-09-07	Eindhoven
14547	Riverside	 m.09lcy1	Verónica Ferreiro			
14548	Dario Mollo	 m.03j2rrz				
14549	Steve Chrisanthou	 m.03j01n0				
14550	Julian Casablancas	 m.02lxhd	Left Right In The Dark			
14551	Frightened Rabbit	 m.03f434t	WFUV			
14552	Lady Sovereign	 m.01wjj7b	Love Me Or Hate Me			
14553	First Aid Kit	 m.02r232c	Charlotte Parrott			
14554	Ride	 m.016_3w	Khleo Thomas			
14555	Björn Ulvaeus	 m.017kq				
14556	Benny Andersson	 m.017l4				
14557	ABBA	 m.0kjh	Like An Angel Passing Through			
14558	Michael B. Tretow	 m.02q37vt				
14559	Jason Corsaro	 m.01vx3bc				
14560	Eric Drew Feldman	 m.04w7f6				
14561	Tom Doty	 m.03hzrrp				
14562	Deus	 m.07s493k	Vox archangeli			
14563	Doves	 m.0318kl	Mishaped Pearls			
14564	Andy Morin	 m.0n648d9				
14565	Zach Hill	 m.01w3h5_				
14566	Majical Cloudz	 m.0nh9swr				
14567	Louis XIV	 m.05d1y_	Louis IVX			
14568	Jason Hill	 m.09lj0l				
14569	Sunn O)))	 m.03tw7z				
14570	Seu Jorge	 m.056l4d	Rebel Rebel			
14571	The Fratellis	 m.0cz1md	Henrietta			
14572	Stuart McCredie	 m.0_m9ckd				
14573	Giles Hall	 m.03h_521	Six Minute War			
14574	Allan Moffat	 m.012thv9v				
14575	Genghis Tron	 m.0fl5y6	Genghis Tron			
14576	Crystal Fighters	 m.0dnznc5	Xtatic Truth			
14577	Envy	 m.01np7bk	No Mercy			
14578	Trentemøller	 m.01wj0z6	XLR8R Magazine			
14579	Kosheen	 m.04k0zg	DieForMyParadise			
14580	Glen Kolotkin	 m.049ff2m				
14581	Richie Cordell	 m.03xmzk6				
14582	Camera Obscura	 m.01mdyh1	Die Brücke			
14583	Polar Bear Club	 m.05mxb7f	Silent Majority			
14584	Omnium Gatherum	 m.01ptmr5	Omnium Gatherum (AUS)			
14585	Chapterhouse	 m.02kndw	April		1902-01-01	Catskill Game Farm
14588	Jessie J	 m.0ds7zj1	Price Tag ft. B.o.B.			
14589	Public Enemy	 m.05qbq	www.Shadowville.com			
14590	The Neptunes	 m.01yzl2	House Of Heart Ace			
14591	311	 m.0163mv	Manfred Luetz			
14593	The Zombies	 m.0134mx	Beechwood Park			
14594	Chris White	 m.0g_f9f				
14595	Rod Argent	 m.036t7r	The Ergs			
14596	Carpathian Forest	 m.01rg13	Crionics			
14598	Don Puluse	 m.0tx3z7q				
14599	Daniel Hunt	 m.01w1m3c				
14600	Mickey Petralia	 m.01vrhs8				
14601	Gregorian	 m.053ptf	Lacrimosa			
14602	Fun Lovin' Criminals	 m.011hyl	Loco	Male	1989-12-25	Seoul
14603	Mike Skinner	 m.0gj9qw4	The Streets			
14604	Crosby, Stills, Nash & Young	 m.01kkmhn	0204 Our House			
14605	Sébastien Tellier	 m.05w51r	Pépito Bleu			
14606	Haggard	 m.03lk58	Haggard			
14607	Cajun Dance Party	 m.01wlyrt	The Race			
14608	Sólstafir	 m.01s11fh	Klakki			
14609	Steve Mackey	 m.0cc1rc				
14610	Richard Flack	 m.01vt3gz				
14611	Patrick Watson	 m.0k_gyj	CBC Radio 2			
14612	James Vincent McMorrow	 m.0fsd5lk	James Vincent McMorrow	Male	1983-01-14	Dublin
14613	Burzum	 m.0982_	Viking		1902-05-14	Sint-Oedenrode
14614	John Smith	 m.03f0hbm	Johnny Hodges	Male	1906-07-25	Cambridge
14615	Hüsker Dü	 m.02wskv	Flip Your Wig			
14616	Destiny's Child	 m.016ppr	Beyoncé	Female	1981-09-04	Houston
14617	Chad Hugo	 m.04vrxh				
14618	Franz Ferdinand	 m.02ft60	tell her tonight			
14619	Benjamin Armbrister	 m.01ww8ll				
14620	Hugo Burnham	 m.01vz1f2				
14621	Dave Allen	 m.07jp0c	Theme Songs			
14622	Jimmy Douglass	 m.03gy0m7				
14623	Schoolboy Q	 m.0g9zvmb	ScHoolboy Q			
14624	The Jezabels	 m.0dnzqc5	Mace Spray			
14625	The Rapture	 m.034g_c	Applepicker			
14626	Nellee Hooper	 m.05xrs9				
14627	No Doubt	 m.016fmf	Peter Garstenauer Band			
14628	Paktofonika	 m.01nyyzj				
14629	Charlie Brown Jr.	 m.01m3yx0	Charlie Brown Jr  - www.baixarcdmusicasgratis.com			
14630	Eirik Hundvin	 m.0ds60k				
14631	Varg Vikernes	 m.01sgpp	Nadie Importante			
14632	Gavin Monaghan	 m.03f2xn9				
14633	Andy Taylor	 m.0nhylzy				
14634	Johan Örnborg	 m.03h_s42				
14635	Manne Engström	 m.01wpnbz				
14636	Dragan Tanaskovic	 m.01wtkp1				
14637	Liars	 m.066q6x	HIT THE Mark			
14638	Erykah Badu	 m.01w7nww	def poetry			
14639	Dissection	 m.039dch	Cenotaph (Mex)			
14641	Steve Brown	 m.01whwgh				
14642	Eisenfunk	 m.03j0x1t	Eisenfunk Quattro GTI			
14643	David Bottrill	 m.04xg1d				
14644	Hollywood Undead	 m.02630p_	Sugarcult			
14645	Mike Clink	 m.092lrz				
14646	W.A.S.P.	 m.017m8_	The Doors			
14647	The Walkmen	 m.056h9m	Heaven			
14648	Coroner	 m.0557wm	Paralyzah			
14649	Faithless	 m.01kqt5	capturedtracks			
14650	Jack's Mannequin	 m.01rlk0n	Bruised			
14651	Michna	 m.012hytvw	Úvodem fakta			
14652	Noisettes	 m.0chdc7	Never forget you			
14653	Job for a Cowboy	 m.0ds63t	Knee Deep			
14654	Dennis Koehne	 m.0smyypd				
14655	Maybeshewill	 m.01sw18b	Maybeshewill			
14656	Balmorhea	 m.04n0z19	The Winter			
14657	Aaron Goldberg	 m.0gndgf				
14658	Jason Olaine	 m.01wzm1k				
14659	Barrington Levy	 m.0139ps	Under Me Sensi			
14660	Defeater	 m.0dmrp72	Anf			
14661	Frank Ocean	 m.0gmbh5m	Sweet Life			
14662	Steve Baughman	 m.0l_mn6c				
14663	Silverchair	 m.022n_r	If You Keep Losing Sleep			
14664	Matt Lovell	 m.01w2psx				
14665	Daniel Gilliland	 m.0q6qxhs				
14666	Def Leppard	 m.017mbb	Wesley Willis	Male	1963-05-31	Chicago
14667	Sneaker Pimps	 m.077jg	Techno Suicide			
14668	Siriusmo	 m.01vch40				
14669	Austra	 m.0gwzsrp	WFUV			
14670	Phosphorescent	 m.03bx195	Yahel			
14671	Flunk	 m.06lg14	Flunk – On My Balcony			
14672	Matisyahu	 m.01w9kf2	Jerusalem			
14673	The Specials	 m.017m_v	Nouvelle Vague			
14674	Saturnus	 m.0cdmck	Alyosha	Female	1986-05-14	Zaporizhzhia
14675	The Pipettes	 m.09gm_w	Pull shapes			
14676	Bee Gees	 m.0134wr	To Love Somebody			
14677	The Fray	 m.07lf2h	Happiness			
14678	Despised Icon	 m.01rl0ld				
14679	Charles Lam	 m.03yzc36				
14680	Cobra Starship	 m.0fftvl	You Make Me Feel			
14681	Skinny Puppy	 m.016s3g	Tainted Love Covers			
14682	CKY	 m.02sdgl	69 Quite Bitter Beins			
14683	Obituary	 m.0cjz6	- www.electrobuzz.net			
14684	Pitbull	 m.03f0qd7	Sube Las Manos Pa Arriba			
14685	If These Trees Could Talk	 m.05q7_hg	Title Unknown			
14686	Future Islands	 m.049gc5g	Heart Grows Old			
14687	Donnell Cameron	 m.09gfkk0				
14688	Jay Gordon	 m.01tt75x				
14689	Pat Metheny Group	 m.02lbrd	Another Life			
14690	Shellback	 m.0536v0l	Red Snapper			
14691	Max Martin	 m.02zmh5				
14692	Tim Roberts	 m.01x1t60				
14693	Noah Goldstein	 m.0yt8n8d				
14694	Travi$ Scott	 m.0sghzm9	Travi$ Scott			
14695	Che Pope	 m.0fv57gt				
14696	Benjamin Bronfman	 m.0gfgjtf				
14697	Sham Joseph	 m.0zr7kyw				
14698	Mike Dean	 m.027z5fl				
14699	Yoko Ono	 m.01nz1q6	Jointpop			
14700	The Flux Fiddlers	 m.0g6r97k				
14701	Arcturus	 m.03f6z7	Tomoroh Hidari			
14702	Third Eye Blind	 m.02gn01	Apachula			
14703	The Kills	 m.04nwq3	Cheap and Cheerful [SebastiAn Remix]	Male	1989-11-18	Taipei
14704	Armani XXXchange	 m.03j0qf4				
14705	Andy Taub	 m.01w73tx				
14706	Blue Foundation	 m.01pf_t5	bonfires			
14707	The Faceless	 m.027bnwn	Last Days of Empire			
14708	Pink Martini	 m.05myvm	Pink Martini			
14709	Lantlôs	 m.0dnkxj1				
14710	Clint Mansell	 m.01lnxsj	2 Pi r			
14711	Pierre Marchand	 m.04mg5k				
14712	Sarah McLachlan	 m.0133x7	Silence			
14713	Active Child	 m.0fxh_f5	WFUV			
14714	Aloe Blacc	 m.01p_7rr	Loving You Is Killing Me			
14715	France Gall	 m.01v_hp8	Ella Elle L'a			
14716	Peter Bjorn and John	 m.01r6_bl	Spinner			
14717	Ben Harper	 m.01wvxw1	Walk Away			
14718	John Porter	 m.01whltc				
14719	Gamma Ray	 m.038rnn	Birth Control			
14720	Meat Loaf	 m.01vvybv	01. I'll Do Anything For Love			
14721	Todd Rundgren	 m.095x_	Mike Ragogna			
14722	Shabazz Palaces	 m.0frk69s	Shabazz Palaces			
14723	Blue October	 m.060fb3	Still Broken			
14724	Simon Dawson	 m.01w4qjf				
14725	Aimee Mann	 m.01qvgl	Sliding Doors			
14726	Imagine Dragons	 m.0dr_0tw	Uptight			
14727	Alex da Kid	 m.0c41jkx				
14728	Colin Richardson	 m.08r8qx				
14729	Thursday	 m.01nf0c	Machine Gun Kelly	Male	1900-07-17	Memphis
14730	Jens Lekman	 m.01q9n0l	Black Cab			
14731	Watain	 m.01qkdwc	Von			
14732	Corky Stasiak	 m.0q586pk				
14733	David Thoener	 m.01wyvw1				
14734	The Kinks	 m.08w4pm	The Village Green Preservation Society			
14735	Le Tigre	 m.02s44w	Paul Lackey			
14736	Nicholas Sansano	 m.01whzkv				
14737	MillionYoung	 m.0fqq36z				
14738	The Head and the Heart	 m.0frdrfr	Soft Rock Troubadours			
14739	MC5	 m.012lsf	FictionJunction			
14740	Rage Against the Machine	 m.0krh8	Calm Like A Bomb			
14741	Lianne La Havas	 m.0h970c7	Age			
14742	Noel Gallagher's High Flying Birds	 m.0gystz9	Noel Gallagher's High Flying Birds			
14743	David M. Allen	 m.01whwkk				
14744	Robert Smith	 m.01tp5bj	Die Heiterkeit			
14745	Bass Communion	 m.026m16l				
14746	Robert Fripp	 m.06gd4	1988			
14747	Hurt	 m.0c3sfw	073. Christina Aguilera			
14748	We Are Scientists	 m.07nn02	Can't Lose			
14749	The Kilimanjaro Darkjazz Ensemble	 m.01sygsl	Lobby			
14750	Janek Siegele	 m.03f0klz				
14751	Alec Empire	 m.01nv1s	Thurston Moore	Male	1958-07-25	Coral Gables
14752	Atari Teenage Riot	 m.0109dh	Wesley Willis	Male	1963-05-31	Chicago
14753	Decrepit Birth	 m.01rfzhv				
14754	Tokyo Police Club	 m.0gmjbs	Bambi	Female	1977-09-21	Tokyo
14755	Dave Mustaine	 m.0gkg6	n.a.m.e.			
14756	Rick James	 m.024qwq	Ebony Eyes			
14757	Eddie Murphy	 m.0f7hc	Filip & Fredrik	Male	1956-07-02	Dnipro
14758	Santigold	 m.01wt7y9	Disparate Youth			
14759	Patrick Leonard	 m.03jvrc				
14760	Rufus Wainwright	 m.02_t2t	Natasha	Female	1988-11-25	Galloway Township
14761	Veronica Falls	 m.0h97bvk	Veronica Falls			
14762	Nicilas Conte	 m.01l9ybm				
14763	Ill Niño	 m.0436wn	No Shame			
14764	John Parish	 m.01rnfpv	The The			
14765	John Loder	 m.07hpp6				
14766	I	 m.026f85y	Carson Henley			
14767	Johnny Otis	 m.01lf820	Stinking Lizaveta			
14768	Shuggie Otis	 m.01lkwqd	NPR			
14769	Rik Simpson	 m.049h6l3				
14770	Markus Dravs	 m.05t0mgt				
14771	Alan Moulder	 m.0889sz				
14772	X Japan	 m.01shgy	Link	Male	1950-01-01	Dallas
14773	Guy Chambers	 m.049_my				
14774	James Brumby	 m.0q7_pc8				
14775	Nick Kirkland	 m.01wvw0n				
14776	Stuart Epps	 m.03f3pfq				
14777	Steve Power	 m.03f0dd_				
14778	Steve Price	 m.0j1t8zp				
14779	Robbie Williams	 m.09qr6	...music video?			
14780	The Dismemberment Plan	 m.04tv7p	The Dismemberment Plan			
14781	Al Stone	 m.01wxj3y				
14782	Jay Kay	 m.03v84y				
14783	In the Woods...	 m.058p0_	In The Woods...			
14784	Richie Wise	 m.01wflnx				
14785	Kenny Kerner	 m.01wflnm				
14786	Katzenjammer	 m.076ymv5	Conni			
14787	Kings of Convenience	 m.02958g	From Trip Hop to Nu Jazz			
14788	Foals	 m.02qhydg	Vena Portae			
14789	Wooden Shjips	 m.01t155q	Opium Eyes of Nico			
14790	Kyuss	 m.012wrr	Supa Scoopa and Mighty Scoop			
14791	John Gray	 m.01vpcl6				
14792	Chad Gilbert	 m.05kg88				
14793	Johnossi	 m.01rkyf8				
14794	Daniel Lanois	 m.01kd57	Stillwater			
14795	Rob Smith	 m.0qfc61q				
14796	Mark Neary	 m.0nht1jy				
14797	Dimitri Tikovoi	 m.0bypr0				
14798	As Blood Runs Black	 m.01swpns	The Growl Family			
14799	Paul Stanley	 m.03f2327	The Sweet Ones			
14800	Sun Kil Moon	 m.031rt4	Carry Me, Ohio			
14801	Bryce Gonzales	 m.010_8hp_				
14802	Demons and Wizards	 m.0206b4	Demons			
14803	Imelda May	 m.02vry09	WFUV			
14804	Deerhoof	 m.03jhl5	Deerhoof (Live @ CMJ)			
14805	Two Steps from Hell	 m.05p0ckv	After The Fall			
14806	Thomas J. Bergersen	 m.0cc9z79				
14807	Nick Phoenix	 m.03hzpfr				
14808	Ol' Dirty Bastard	 m.01vxxqm	Ol' Dirty Bastard			
14809	Roxette	 m.0bq3f	Norman Watt-Roy			
14810	Whitney Houston	 m.086qd	Nicolas	Male	19tp://www.wikidata.org/.well-known/genid/858c1b03b621d4c5eab47d8c67c658c0	http://www.wikidata.org/.well-known/genid/6ab85949975dd51fc575f27737850401
14811	Narada Michael Walden	 m.04skl7				
14812	VNV Nation	 m.01m3yk	VNV Nation			
14813	Blackmill	 m.0nhqydy	Skippin' n Trippin'			
14814	Hugo Nicolson	 m.01wtp_l				
14815	Primal Scream	 m.0kbx8	Kowalski			
14816	Andrew Weatherall	 m.01mfnxn	DALSTON SUPERSTORE			
14817	Saint Vitus	 m.042z89	Di'Aul			
14818	Fleshgod Apocalypse	 m.0dr6kj1				
14819	The Afghan Whigs	 m.0143pl	Afghan Whigs			
14820	Christofer Johnsson	 m.08r75n				
14821	Sami Karppinen	 m.09k_d2				
14822	Dag Lundquist	 m.0nhb3bw				
14823	Camel	 m.0pqp3	Unknow			
14824	Screaming Trees	 m.019ynl	Nearly Lost You			
14825	Adam Selzer	 m.01rt661				
14827	Caspian	 m.01pj939	Otono Perpetuo			
14828	John King	 m.026dlh8	Rod MacDonald	Male	1948-08-17	Southington
14829	Ed Cherney	 m.01wybh7				
14830	John Spiker	 m.02ptx1x				
14831	Modeselektor	 m.01nvnq0	Diamond Version			
14832	Red House Painters	 m.033zjp	Medicine Bottle			
14833	Emeralds	 m.09gppg2	JO S			
14834	John Alagía	 m.07spsz				
14835	David LaBruyere	 m.02q8b6p				
14836	Glenn Matullo	 m.01wvsly				
14837	Jeff Juliano	 m.01wzjvg				
14838	Turbonegro	 m.01qpmp	Turbonegro			
14839	Wiz Khalifa	 m.026yh6k	Still Blazin'			
14840	We Butter the Bread With Butter	 m.07k7y7z				
14841	Smith Westerns	 m.08055h5	Smile	Female	1984-06-22	Yangon
14842	Nick Lowe	 m.01d6yk	WFUV			
14843	Supergrass	 m.0bt8w	Diamond Hoo Ha Man			
14844	Chris Barrett	 m.03xnzdn				
14845	Jake Jackson	 m.01x1jxz				
14846	Jeff Biggers	 m.0nht1gx				
14847	Gregg Silk	 m.0nhy82w				
14848	Steve Evetts	 m.0b79q0				
14849	Allan Hessler	 m.0v_ylz3				
14850	Ulf Kruckenberg	 m.01wzyjc				
14851	Nate Dogg	 m.01w9s2	I Got Love			
14852	Wolf Parade	 m.07zjl1	Hey Brother			
14853	Kalle Trapp	 m.01wx4rn				
14854	Hot Hot Heat	 m.02pm0s	No, Not Now			
14855	toe	 m.03hkt9f	Dhal			
14857	Peter Broderick	 m.06zmwlc	Below It			
14858	Vashti Bunyan	 m.051_v0	Train Song			
14859	José González	 m.07yn3h	Abram			
14860	Dustin N'Guyen	 m.0g6m9wh				
14861	Digby Pearson	 m.08lwf4				
14862	Thighpaulsandra	 m.01wr8hs				
14863	Paul Simon	 m.0ddkf	Duncan			
14864	Elliot Mazer	 m.01wr032				
14865	Eddie Clarke	 m.01rw3nc				
14866	Will Reid-Dick	 m.03f30jc				
14867	Ray LaMontagne	 m.01qwj55	Be Here Now			
14868	Mount Kimbie	 m.0fqdsrr	XLR8R Magazine			
14869	Euronymous	 m.02_3y9	Euronymous	Male	1968-03-22	Surnadal Municipality
14870	Gojira	 m.059_3k	Backbone			
14871	Current 93	 m.02n5zy	Current 93			
14872	The Format	 m.061w26	The TradeMark Experience			
14873	Sleep	 m.01k5j1d	Earl Bostic	Male	1913-04-25	Tulsa
14874	Joe Boyd	 m.038jw7				
14875	H2O	 m.01lz8w2	The Gentle People With Copy Cat Project			
14876	Blind Pilot	 m.04g2bc6	Lemon Smell Street			
14877	Mike Green	 m.0qg0fh9				
14878	Pierce the Veil	 m.03f6ffq	Falling Asleep On a Stranger			
14879	Kyle Black	 m.0101rpg7				
14880	Vic Fuentes	 m.05q563y				
14881	Mike Haliechuk	 m.0h4c9kz				
14882	Lee Curle	 m.0nhs4dz				
14883	Jim Reid	 m.06h556				
14884	William Reid	 m.09dbbv				
14885	Jamie Harley	 m.03f2609				
14886	Ray Manzarek	 m.021r7r	airportradio			
14887	Rick Perrotta	 m.01wt83b				
14888	Norm Graichen	 m.01wt82x				
14889	X	 m.087f4	Xibit ft.  DrDre Snoop Dogg			
14890	Fu Manchu	 m.01j_2yd	Desmond Dekker / Aces			
14891	Phil Joly	 m.0nhf4_b				
14892	Jon Hopkins	 m.01mw5qr	We Disappear			
14893	Simon Thornton	 m.01w4_03				
14894	Bright Eyes	 m.012yzh	Nick Ingmann			
14895	Dennis Hulett	 m.0dm_hyf				
14896	Death Angel	 m.05cr59	Claire Lynch	Female	1954-02-20	Kingston
14897	Warren Dennis Khan	 m.0dm_hyp				
14898	Davy Vain	 m.01v7tbk				
14899	Jim Siegel	 m.03f1j65				
14900	Sky Eats Airplane	 m.01s_d88				
14901	Dana Fuchs	 m.02pv5t5				
14902	Geoff Workman	 m.03f4p0q				
14903	John Etchells	 m.01wwzv6				
14904	From First to Last	 m.01pm7_b				
14905	Mickey Foote	 m.0nhsf6x				
14906	Throbbing Gristle	 m.016k_c	The Pork Dukes			
14907	Cazuza	 m.01mc598	Cazuza | www.CdsCompletos.net			
14908	Chris Cornell	 m.01gf5h	Seasons			
14909	Wugazi	 m.0nhd8nc				
14910	Cœur de pirate	 m.05h3k8n				
14911	Jeremy Soule	 m.06p7x5	Darth Malak			
14912	Michael John Burkett	 m.01w8nf9				
14913	Ryan Greene	 m.03j2225				
14914	1349	 m.036njn	Necromessiah			
14915	Scott Oyster	 m.0nh9f5w				
14916	Greg Hunter	 m.01vtjg8				
14917	Ronald Bood	 m.0nhxxjg				
14918	Fredrik Wennerlund	 m.0trnsmz				
14919	Timbaland	 m.03f5spx	075 The Wat O Are Mix			
14920	Missy Elliott	 m.018n6m	Missy Elliott	Female	1971-07-01	Portsmouth
14921	Michael Brennan Jr.	 m.012d0cd6				
14922	Cage the Elephant	 m.04cqxxg	Cover me again			
14923	Tindersticks	 m.02wjj5	Medicine			
14924	Metro Station	 m.03f4m9t	Otimai			
14925	Borknagar	 m.02622m				
14926	John Kimbrough	 m.0byrmf0				
14927	Chris Gray	 m.0qjjbnn				
14928	David Bascombe	 m.01wwr3c				
14929	Noisia	 m.01vng0h	Cannonbal feat. Phace			
14930	Ella Fitzgerald	 m.0d9xq	The Way You Look Tonight			
14931	Louis Armstrong	 m.04n32	Cool Yule			
14932	Glasvegas	 m.03m6v03	I Am Scientist			
14933	Janis Joplin	 m.044k8	One Good Man			
14934	American Football	 m.01ns5hb	Elephants			
14935	The Unicorns	 m.02m_rx	Peach Moon			
14936	White Lies	 m.0409cdm	Boo Hewerdine	Male	1961-02-14	England
14938	Team Sleep	 m.02sg8t	Team Sleep			
14939	Leaves' Eyes	 m.04ckqc	Liv Kristine	Female	1976-02-14	Stavanger Municipality
14940	Willy DeVille	 m.07tv66	It's So Easy			
14941	Peter Barraclough	 m.0nhy6sv				
14942	Adam Young	 m.0cmb4nz	Garden Party			
14943	Owl City	 m.04dzm2z	Sean.K			
14944	Swizz Beatz	 m.0677ng				
14945	Woe, Is Me	 m.0fr285t				
14946	Memoryhouse	 m.0gwzkd7	To the Lighthouse			
14947	"Kevin \She'kspere\"" Briggs"""	 m.07h3gw				
14948	Steve Kravac	 m.03f1x8p				
14949	Otis Barthoulameu	 m.0qjjx9q				
14950	System of a Down	 m.073gq	B.y.o.b.			
14952	Flux Pavilion	 m.0gtw0rh	Essential Mix			
